Order_ID,Distributor_ID,Product_ID,Order_Date,Quantity_Ordered,Discount%_Applied,Unit_Price
B2B002356,D0014,P0005,01-07-2023,21,0.18,70.889
B2B002357,D0038,P0007,31-05-2024,70,0.19,31.1526
B2B002358,D0038,P0035,12-02-2023,36,0.14,415.5176
B2B002359,D0051,P0032,24-05-2024,30,0.19,75.7836
B2B002360,D0056,P0020,20-02-2024,42,0.02,149.646
B2B002361,D0082,P0027,15-07-2023,40,0.11,95.9776
B2B002362,D0050,P0024,24-10-2023,32,0.19,153.5112
B2B002363,D0059,P0007,26-04-2024,71,0.15,32.691
B2B002364,D0046,P0009,24-07-2023,99,0.14,261.913
B2B002365,D0018,P0016,13-05-2024,15,0.09,90.8817
B2B002366,D0056,P0005,12-04-2024,34,0.16,72.618
B2B002367,D0084,P0046,26-07-2023,73,0.03,324.6008
B2B002368,D0064,P0044,01-03-2024,80,0,455.57
B2B002369,D0052,P0048,09-05-2024,49,0.03,256.8851
B2B002370,D0056,P0017,03-02-2023,86,0.17,132.0364
B2B002371,D0012,P0009,25-01-2023,20,0.16,255.822
B2B002372,D0100,P0017,16-06-2023,16,0.13,138.3996
B2B002373,D0028,P0048,30-08-2023,41,0.06,248.9402
B2B002374,D0067,P0042,01-05-2023,40,0.1,227.376
B2B002375,D0019,P0029,06-05-2023,22,0.07,279.2604
B2B002376,D0041,P0035,09-04-2024,85,0.15,410.686
B2B002377,D0070,P0019,19-06-2023,89,0.05,210.5675
B2B002378,D0100,P0027,11-09-2023,93,0.15,91.664
B2B002379,D0022,P0046,25-01-2024,70,0.16,281.0976
B2B002380,D0016,P0011,12-08-2023,32,0.16,16.8756
B2B002381,D0068,P0037,27-02-2023,71,0.11,141.7414
B2B002382,D0004,P0019,01-05-2024,73,0.19,179.5365
B2B002383,D0023,P0005,09-03-2024,48,0.11,76.9405
B2B002384,D0050,P0012,15-04-2024,36,0.12,427.0288
B2B002385,D0058,P0044,12-03-2023,97,0.02,446.4586
B2B002386,D0099,P0009,22-06-2024,11,0.02,298.459
B2B002387,D0013,P0014,26-03-2023,90,0.11,101.5045
B2B002388,D0033,P0001,20-05-2023,96,0.04,185.7792
B2B002389,D0012,P0038,16-11-2023,99,0.11,51.4954
B2B002390,D0017,P0046,03-04-2024,91,0.13,291.1368
B2B002391,D0018,P0043,07-04-2023,26,0.03,26.0445
B2B002392,D0079,P0030,14-04-2024,33,0.08,30.1392
B2B002393,D0092,P0014,28-05-2024,50,0.04,109.488
B2B002394,D0047,P0019,27-08-2023,31,0.08,203.918
B2B002395,D0079,P0005,10-06-2023,87,0.15,73.4825
B2B002396,D0091,P0037,01-04-2023,43,0.15,135.371
B2B002397,D0061,P0033,17-10-2023,53,0.11,37.2732
B2B002398,D0044,P0003,19-05-2024,35,0.14,317.0648
B2B002399,D0023,P0012,15-06-2024,77,0.09,441.5866
B2B002400,D0009,P0015,07-09-2023,91,0.13,86.2083
B2B002401,D0009,P0032,24-10-2023,59,0.08,86.0752
B2B002402,D0085,P0050,13-11-2023,49,0.02,98.5684
B2B002403,D0093,P0009,01-05-2024,59,0,304.55
B2B002404,D0058,P0027,25-03-2023,51,0.11,95.9776
B2B002405,D0062,P0040,17-03-2023,96,0.08,207.6164
B2B002406,D0077,P0020,13-01-2024,99,0.15,129.795
B2B002407,D0052,P0006,14-11-2023,77,0.15,73.474
B2B002408,D0026,P0023,06-04-2023,81,0.13,133.2405
B2B002409,D0005,P0047,12-07-2023,77,0.05,154.603
B2B002410,D0060,P0010,27-02-2024,68,0.16,299.8464
B2B002411,D0026,P0012,20-10-2023,13,0.15,412.471
B2B002412,D0019,P0008,10-02-2023,84,0.01,430.0857
B2B002413,D0092,P0025,19-05-2023,30,0.18,191.4454
B2B002414,D0096,P0031,08-01-2024,39,0.03,298.469
B2B002415,D0073,P0008,31-12-2023,34,0.08,399.6756
B2B002416,D0016,P0046,11-03-2024,83,0.1,301.176
B2B002417,D0034,P0050,21-09-2023,36,0,100.58
B2B002418,D0025,P0029,01-04-2024,55,0.15,255.238
B2B002419,D0024,P0014,28-06-2023,61,0.14,98.083
B2B002420,D0092,P0040,17-05-2023,68,0.17,187.3061
B2B002421,D0012,P0010,04-07-2023,90,0.1,321.264
B2B002422,D0040,P0035,21-04-2023,35,0.13,420.3492
B2B002423,D0099,P0023,04-01-2023,97,0.08,140.898
B2B002424,D0001,P0019,02-10-2023,15,0.15,188.4025
B2B002425,D0058,P0044,04-04-2023,36,0.15,387.2345
B2B002426,D0026,P0006,14-11-2023,83,0.14,74.3384
B2B002427,D0018,P0013,09-10-2023,91,0.17,346.857
B2B002428,D0029,P0013,23-03-2023,59,0.14,359.394
B2B002429,D0042,P0025,30-12-2023,77,0.07,217.1271
B2B002430,D0035,P0005,08-04-2024,59,0.08,79.534
B2B002431,D0059,P0039,14-07-2023,29,0.12,303.8376
B2B002432,D0086,P0042,09-10-2023,76,0.19,204.6384
B2B002433,D0072,P0040,14-02-2024,48,0.04,216.6432
B2B002434,D0099,P0036,03-08-2023,83,0.2,324.888
B2B002435,D0054,P0038,01-07-2023,67,0.15,49.181
B2B002436,D0039,P0015,13-04-2024,70,0.12,87.1992
B2B002437,D0008,P0026,05-04-2024,25,0.06,371.0556
B2B002438,D0078,P0009,04-07-2023,73,0.01,301.5045
B2B002439,D0024,P0016,23-04-2024,80,0.13,86.8869
B2B002440,D0065,P0025,03-06-2024,14,0.08,214.7924
B2B002441,D0035,P0007,02-01-2023,76,0.13,33.4602
B2B002442,D0026,P0044,21-12-2023,56,0.14,391.7902
B2B002443,D0046,P0036,04-05-2024,94,0.2,324.888
B2B002444,D0040,P0004,29-01-2024,69,0.07,282.1062
B2B002445,D0042,P0034,05-02-2024,77,0.18,389.459
B2B002446,D0065,P0009,14-03-2024,15,0.18,249.731
B2B002447,D0081,P0002,09-06-2024,63,0.2,380.68
B2B002448,D0078,P0040,01-09-2023,96,0.16,189.5628
B2B002449,D0030,P0025,01-05-2023,32,0.08,214.7924
B2B002450,D0005,P0029,02-07-2023,79,0.2,240.224
B2B002451,D0010,P0006,17-01-2023,31,0.09,78.6604
B2B002452,D0078,P0049,13-03-2023,22,0.08,255.6588
B2B002453,D0060,P0004,20-06-2024,50,0.02,297.2732
B2B002454,D0001,P0043,20-01-2023,21,0.06,25.239
B2B002455,D0015,P0010,07-09-2023,52,0.02,349.8208
B2B002456,D0044,P0046,07-12-2023,28,0.01,331.2936
B2B002457,D0047,P0031,19-05-2024,20,0.13,267.699
B2B002458,D0018,P0045,21-11-2023,48,0.1,123.12
B2B002459,D0065,P0043,30-04-2023,78,0.2,21.48
B2B002460,D0051,P0038,03-06-2024,81,0.14,49.7596
B2B002461,D0094,P0023,21-11-2023,69,0.07,142.4295
B2B002462,D0075,P0018,18-08-2023,45,0.04,256.4448
B2B002463,D0057,P0035,19-08-2023,85,0.03,468.6652
B2B002464,D0021,P0035,06-04-2023,32,0.12,425.1808
B2B002465,D0026,P0016,04-05-2024,67,0.02,97.8726
B2B002466,D0064,P0034,08-05-2023,97,0.04,455.952
B2B002467,D0077,P0035,20-08-2023,94,0.14,415.5176
B2B002468,D0028,P0003,20-12-2023,50,0.05,350.246
B2B002469,D0019,P0049,28-01-2024,70,0.06,261.2166
B2B002470,D0002,P0048,25-04-2024,65,0.1,238.347
B2B002471,D0019,P0020,28-03-2024,15,0.1,137.43
B2B002472,D0033,P0048,04-02-2024,77,0.18,217.1606
B2B002473,D0067,P0004,07-08-2023,16,0.13,263.9058
B2B002474,D0070,P0050,27-01-2023,78,0.15,85.493
B2B002475,D0081,P0014,23-09-2023,76,0.13,99.2235
B2B002476,D0036,P0050,16-03-2023,75,0.13,87.5046
B2B002477,D0084,P0004,21-03-2023,15,0.05,288.173
B2B002478,D0049,P0001,19-03-2023,16,0.14,166.4272
B2B002479,D0028,P0026,13-08-2023,17,0.09,359.2134
B2B002480,D0076,P0036,07-04-2024,83,0.03,393.9267
B2B002481,D0091,P0045,14-05-2024,33,0.03,132.696
B2B002482,D0006,P0047,01-07-2024,85,0.1,146.466
B2B002483,D0016,P0032,31-08-2023,23,0.11,83.2684
B2B002484,D0009,P0004,20-04-2023,47,0.01,300.3066
B2B002485,D0058,P0048,15-07-2023,31,0.12,233.0504
B2B002486,D0004,P0035,07-01-2023,36,0.04,463.8336
B2B002487,D0076,P0030,13-10-2023,83,0.15,27.846
B2B002488,D0083,P0030,15-04-2023,61,0.01,32.4324
B2B002489,D0036,P0004,17-01-2023,55,0.09,276.0394
B2B002490,D0094,P0020,01-02-2024,74,0.05,145.065
B2B002491,D0100,P0008,11-12-2023,44,0.17,360.5769
B2B002492,D0014,P0048,17-02-2023,26,0.17,219.8089
B2B002493,D0043,P0029,09-04-2024,75,0.03,291.2716
B2B002494,D0074,P0005,06-12-2023,10,0.06,81.263
B2B002495,D0074,P0017,06-06-2024,97,0.14,136.8088
B2B002496,D0089,P0006,28-10-2023,73,0.06,81.2536
B2B002497,D0036,P0031,24-09-2023,10,0.14,264.622
B2B002498,D0085,P0025,17-06-2023,27,0.04,224.1312
B2B002499,D0005,P0021,26-02-2023,50,0,309.81
B2B002500,D0100,P0024,20-01-2024,58,0.12,166.7776
B2B002501,D0041,P0020,12-12-2023,36,0.06,143.538
B2B002502,D0045,P0001,27-10-2023,10,0.09,176.1032
B2B002503,D0053,P0002,03-09-2023,62,0.13,413.9895
B2B002504,D0100,P0029,12-10-2023,21,0.03,291.2716
B2B002505,D0042,P0038,10-04-2024,96,0.14,49.7596
B2B002506,D0015,P0039,10-11-2023,25,0.16,290.0268
B2B002507,D0022,P0045,02-04-2024,68,0.04,131.328
B2B002508,D0055,P0037,16-09-2023,17,0.02,156.0748
B2B002509,D0015,P0033,30-12-2023,96,0.07,38.9484
B2B002510,D0059,P0003,27-05-2023,25,0.09,335.4988
B2B002511,D0043,P0020,02-02-2024,62,0.04,146.592
B2B002512,D0089,P0042,25-07-2023,70,0.2,202.112
B2B002513,D0044,P0010,28-06-2023,10,0.18,292.7072
B2B002514,D0098,P0047,13-01-2023,63,0.01,161.1126
B2B002515,D0091,P0029,04-03-2023,31,0.12,264.2464
B2B002516,D0045,P0015,04-05-2024,32,0.07,92.1537
B2B002517,D0087,P0031,29-01-2024,18,0.19,249.237
B2B002518,D0079,P0003,11-01-2024,37,0.04,353.9328
B2B002519,D0053,P0049,30-10-2023,48,0.03,269.5533
B2B002520,D0043,P0035,26-09-2023,24,0.17,401.0228
B2B002521,D0019,P0012,24-01-2023,40,0.19,393.0606
B2B002522,D0097,P0008,23-06-2024,70,0.02,425.7414
B2B002523,D0089,P0007,28-01-2023,10,0.15,32.691
B2B002524,D0017,P0010,18-03-2024,68,0.03,346.2512
B2B002525,D0016,P0018,15-05-2023,54,0.16,224.3892
B2B002526,D0042,P0004,18-09-2023,87,0,303.34
B2B002527,D0009,P0022,01-04-2023,24,0.08,72.082
B2B002528,D0049,P0037,13-01-2023,99,0.07,148.1118
B2B002529,D0092,P0010,14-10-2023,59,0.11,317.6944
B2B002530,D0013,P0045,16-01-2023,33,0.14,117.648
B2B002531,D0047,P0003,29-07-2023,73,0.18,302.3176
B2B002532,D0035,P0002,28-08-2023,65,0.03,461.5745
B2B002533,D0096,P0027,04-05-2024,61,0.12,94.8992
B2B002534,D0051,P0047,16-01-2023,91,0.02,159.4852
B2B002535,D0100,P0003,03-12-2023,61,0.16,309.6912
B2B002536,D0050,P0047,13-09-2023,68,0.08,149.7208
B2B002537,D0014,P0005,22-01-2024,26,0.16,72.618
B2B002538,D0073,P0028,21-05-2024,71,0.04,251.4912
B2B002539,D0033,P0009,19-11-2023,28,0.06,286.277
B2B002540,D0024,P0026,27-02-2023,94,0.17,327.6342
B2B002541,D0002,P0032,15-01-2023,20,0.05,88.882
B2B002542,D0089,P0002,11-06-2024,84,0.16,399.714
B2B002543,D0066,P0015,09-06-2023,42,0.07,92.1537
B2B002544,D0001,P0033,08-03-2023,96,0.1,37.692
B2B002545,D0075,P0029,25-01-2023,59,0.1,270.252
B2B002546,D0051,P0017,15-05-2023,48,0.08,146.3536
B2B002547,D0003,P0038,02-03-2024,81,0.01,57.2814
B2B002548,D0089,P0019,19-04-2024,28,0.13,192.8355
B2B002549,D0011,P0016,12-01-2024,49,0.04,95.8752
B2B002550,D0089,P0003,11-01-2024,54,0.07,342.8724
B2B002551,D0028,P0017,22-02-2023,47,0.05,151.126
B2B002552,D0066,P0041,01-06-2023,25,0.1,62.82
B2B002553,D0075,P0018,13-01-2024,84,0.11,237.7457
B2B002554,D0037,P0037,20-09-2023,26,0.19,129.0006
B2B002555,D0067,P0027,11-04-2024,11,0.07,100.2912
B2B002556,D0028,P0012,07-04-2023,28,0.2,388.208
B2B002557,D0082,P0034,08-06-2024,71,0.13,413.2065
B2B002558,D0064,P0034,10-03-2023,11,0.12,417.956
B2B002559,D0074,P0006,07-04-2023,31,0.19,70.0164
B2B002560,D0075,P0004,20-04-2023,37,0.18,248.7388
B2B002561,D0004,P0013,01-06-2024,61,0.17,346.857
B2B002562,D0066,P0028,21-09-2023,39,0.17,217.4351
B2B002563,D0033,P0043,29-11-2023,66,0,26.85
B2B002564,D0090,P0027,25-12-2023,87,0.01,106.7616
B2B002565,D0076,P0009,28-06-2024,88,0.12,268.004
B2B002566,D0078,P0005,06-10-2023,62,0.13,75.2115
B2B002567,D0098,P0047,05-05-2024,50,0.14,139.9564
B2B002568,D0059,P0005,04-04-2024,72,0.05,82.1275
B2B002569,D0072,P0017,12-03-2023,82,0.18,130.4456
B2B002570,D0100,P0024,26-10-2023,30,0.01,187.6248
B2B002571,D0003,P0034,25-01-2024,74,0.12,417.956
B2B002572,D0052,P0024,11-03-2024,42,0.07,176.2536
B2B002573,D0075,P0042,08-06-2024,54,0.18,207.1648
B2B002574,D0025,P0022,23-06-2024,14,0.17,65.0305
B2B002575,D0037,P0039,08-03-2023,88,0.03,334.9119
B2B002576,D0039,P0036,26-06-2023,97,0.15,345.1935
B2B002577,D0034,P0022,28-07-2023,76,0.09,71.2985
B2B002578,D0068,P0011,13-10-2023,86,0.06,18.8846
B2B002579,D0088,P0048,11-05-2024,83,0.09,240.9953
B2B002580,D0019,P0006,10-05-2023,81,0.12,76.0672
B2B002581,D0030,P0040,13-11-2023,22,0.05,214.3865
B2B002582,D0056,P0009,15-06-2023,52,0.06,286.277
B2B002583,D0087,P0010,19-02-2024,91,0.16,299.8464
B2B002584,D0016,P0004,11-02-2023,18,0.2,242.672
B2B002585,D0014,P0004,10-12-2023,90,0.18,248.7388
B2B002586,D0098,P0010,27-09-2023,12,0.09,324.8336
B2B002587,D0043,P0009,07-03-2023,17,0.03,295.4135
B2B002588,D0085,P0028,06-08-2023,60,0.14,225.2942
B2B002589,D0038,P0041,31-08-2023,91,0.11,62.122
B2B002590,D0009,P0020,25-05-2023,10,0.04,146.592
B2B002591,D0026,P0049,31-07-2023,70,0.06,261.2166
B2B002592,D0026,P0049,31-01-2023,29,0,277.89
B2B002593,D0035,P0020,02-06-2024,18,0.2,122.16
B2B002594,D0089,P0012,17-06-2024,26,0.08,446.4392
B2B002595,D0052,P0047,10-01-2024,43,0.13,141.5838
B2B002596,D0046,P0026,24-07-2023,20,0.03,382.8978
B2B002597,D0092,P0018,06-01-2023,29,0.11,237.7457
B2B002598,D0086,P0036,22-03-2024,83,0.01,402.0489
B2B002599,D0084,P0035,20-06-2024,12,0.04,463.8336
B2B002600,D0075,P0033,25-04-2023,11,0.11,37.2732
B2B002601,D0056,P0028,25-03-2024,54,0.05,248.8715
B2B002602,D0057,P0007,05-11-2023,89,0.06,36.1524
B2B002603,D0070,P0043,05-10-2023,78,0.1,24.165
B2B002604,D0091,P0012,01-06-2023,63,0.09,441.5866
B2B002605,D0065,P0028,06-08-2023,52,0.19,212.1957
B2B002606,D0010,P0041,05-06-2023,14,0.03,67.706
B2B002607,D0031,P0007,02-06-2024,80,0.06,36.1524
B2B002608,D0079,P0007,12-03-2024,94,0.01,38.0754
B2B002609,D0057,P0010,14-10-2023,85,0.09,324.8336
B2B002610,D0082,P0020,26-05-2023,25,0.17,126.741
B2B002611,D0095,P0042,15-06-2023,64,0.18,207.1648
B2B002612,D0004,P0008,28-06-2023,70,0.11,386.6427
B2B002613,D0076,P0027,13-05-2023,84,0.01,106.7616
B2B002614,D0005,P0028,16-09-2023,14,0.07,243.6321
B2B002615,D0050,P0033,07-02-2024,29,0.14,36.0168
B2B002616,D0001,P0025,23-10-2023,40,0.16,196.1148
B2B002617,D0094,P0010,30-05-2023,52,0.06,335.5424
B2B002618,D0061,P0038,15-06-2023,11,0.18,47.4452
B2B002619,D0087,P0020,06-10-2023,11,0.11,135.903
B2B002620,D0011,P0018,14-06-2024,10,0.1,240.417
B2B002621,D0089,P0023,23-05-2024,31,0.12,134.772
B2B002622,D0020,P0028,23-04-2023,12,0.02,256.7306
B2B002623,D0065,P0020,25-02-2023,20,0.14,131.322
B2B002624,D0017,P0023,26-03-2023,56,0.19,124.0515
B2B002625,D0069,P0045,30-06-2024,33,0.14,117.648
B2B002626,D0074,P0030,23-05-2024,26,0.02,32.1048
B2B002627,D0079,P0027,29-12-2023,27,0.16,90.5856
B2B002628,D0065,P0023,04-06-2024,97,0.02,150.087
B2B002629,D0058,P0027,09-10-2023,86,0.07,100.2912
B2B002630,D0062,P0048,03-06-2023,88,0.13,230.4021
B2B002631,D0083,P0011,23-02-2023,37,0.2,16.072
B2B002632,D0020,P0016,29-06-2024,86,0.06,93.8778
B2B002633,D0034,P0003,05-06-2023,10,0.1,331.812
B2B002634,D0055,P0007,13-05-2023,40,0.17,31.9218
B2B002635,D0011,P0002,06-09-2023,50,0.09,433.0235
B2B002636,D0012,P0037,03-02-2023,26,0.13,138.5562
B2B002637,D0056,P0026,23-11-2023,23,0.06,371.0556
B2B002638,D0089,P0037,10-05-2024,47,0.02,156.0748
B2B002639,D0048,P0033,03-04-2024,81,0.14,36.0168
B2B002640,D0006,P0028,14-11-2023,49,0.02,256.7306
B2B002641,D0098,P0025,11-01-2024,79,0.13,203.1189
B2B002642,D0051,P0047,13-03-2024,44,0.04,156.2304
B2B002643,D0020,P0033,13-01-2023,27,0.12,36.8544
B2B002644,D0044,P0001,10-09-2023,84,0.12,170.2976
B2B002645,D0093,P0001,07-10-2023,23,0.03,187.7144
B2B002646,D0022,P0011,06-10-2023,47,0.18,16.4738
B2B002647,D0063,P0032,27-06-2023,54,0.1,84.204
B2B002648,D0098,P0031,28-06-2024,18,0.05,292.315
B2B002649,D0068,P0050,24-05-2023,24,0.09,91.5278
B2B002650,D0034,P0010,02-04-2024,99,0.1,321.264
B2B002651,D0040,P0002,24-02-2024,46,0.06,447.299
B2B002652,D0087,P0042,02-10-2023,52,0.06,237.4816
B2B002653,D0022,P0047,02-11-2023,32,0.18,133.4468
B2B002654,D0065,P0043,31-01-2023,85,0.06,25.239
B2B002655,D0064,P0017,14-02-2023,85,0.14,136.8088
B2B002656,D0025,P0040,09-05-2024,97,0.06,212.1298
B2B002657,D0015,P0044,24-11-2023,59,0.08,419.1244
B2B002658,D0055,P0026,31-08-2023,10,0.08,363.1608
B2B002659,D0087,P0014,28-06-2024,77,0.02,111.769
B2B002660,D0051,P0015,05-01-2023,64,0.2,79.272
B2B002661,D0066,P0041,27-06-2023,98,0.15,59.33
B2B002662,D0028,P0037,08-02-2023,74,0.19,129.0006
B2B002663,D0037,P0033,31-08-2023,68,0.05,39.786
B2B002664,D0044,P0041,04-09-2023,96,0.01,69.102
B2B002665,D0010,P0028,16-06-2024,52,0.15,222.6745
B2B002666,D0061,P0026,29-04-2024,92,0.18,323.6868
B2B002667,D0047,P0031,23-02-2023,48,0.09,280.007
B2B002668,D0098,P0049,11-02-2023,19,0.08,255.6588
B2B002669,D0053,P0001,23-06-2023,39,0.17,160.6216
B2B002670,D0021,P0048,19-03-2023,48,0.09,240.9953
B2B002671,D0002,P0023,04-02-2023,57,0.04,147.024
B2B002672,D0015,P0028,17-04-2024,33,0.03,254.1109
B2B002673,D0096,P0033,07-02-2023,52,0.16,35.1792
B2B002674,D0093,P0029,13-03-2023,12,0.18,246.2296
B2B002675,D0060,P0026,11-07-2023,14,0.11,351.3186
B2B002676,D0015,P0021,09-06-2024,61,0.07,288.1233
B2B002677,D0099,P0008,30-01-2024,92,0.05,412.7085
B2B002678,D0075,P0013,04-02-2024,74,0.03,405.363
B2B002679,D0058,P0020,11-03-2024,43,0.04,146.592
B2B002680,D0035,P0005,28-07-2023,52,0.03,83.8565
B2B002681,D0080,P0049,05-01-2024,34,0.09,252.8799
B2B002682,D0007,P0038,26-03-2024,53,0,57.86
B2B002683,D0030,P0041,19-01-2024,88,0.1,62.82
B2B002684,D0029,P0036,22-06-2024,24,0.1,365.499
B2B002685,D0065,P0045,13-09-2023,94,0.15,116.28
B2B002686,D0090,P0009,21-03-2023,58,0.05,289.3225
B2B002687,D0023,P0035,26-05-2023,63,0.09,439.6756
B2B002688,D0043,P0034,15-03-2023,46,0.03,460.7015
B2B002689,D0021,P0049,01-06-2023,46,0.16,233.4276
B2B002690,D0096,P0031,20-07-2023,23,0.13,267.699
B2B002691,D0085,P0028,22-04-2023,47,0.15,222.6745
B2B002692,D0098,P0007,12-05-2024,88,0.08,35.3832
B2B002693,D0010,P0007,22-02-2024,73,0.05,36.537
B2B002694,D0048,P0005,13-09-2023,35,0.07,80.3985
B2B002695,D0060,P0012,03-10-2023,49,0.15,412.471
B2B002696,D0029,P0041,21-08-2023,65,0.12,61.424
B2B002697,D0068,P0042,04-04-2023,12,0.07,234.9552
B2B002698,D0023,P0013,06-07-2023,73,0.15,355.215
B2B002699,D0020,P0044,11-05-2024,34,0.13,396.3459
B2B002700,D0029,P0017,02-09-2023,34,0.11,141.5812
B2B002701,D0026,P0047,12-11-2023,56,0.03,157.8578
B2B002702,D0011,P0043,03-03-2023,83,0.08,24.702
B2B002703,D0029,P0017,16-04-2024,67,0.03,154.3076
B2B002704,D0038,P0048,11-07-2023,23,0.18,217.1606
B2B002705,D0065,P0028,14-10-2023,91,0.03,254.1109
B2B002706,D0082,P0014,21-06-2024,40,0.15,96.9425
B2B002707,D0003,P0005,14-05-2023,46,0.01,85.5855
B2B002708,D0074,P0001,31-01-2023,70,0,193.52
B2B002709,D0042,P0006,18-12-2023,58,0.11,76.9316
B2B002710,D0039,P0001,27-02-2023,32,0.05,183.844
B2B002711,D0069,P0040,19-10-2023,72,0.09,205.3597
B2B002712,D0021,P0019,22-05-2024,13,0.11,197.2685
B2B002713,D0040,P0019,29-01-2024,35,0.15,188.4025
B2B002714,D0096,P0024,18-05-2024,41,0.19,153.5112
B2B002715,D0002,P0010,25-10-2023,94,0.17,296.2768
B2B002716,D0052,P0050,16-11-2023,32,0.06,94.5452
B2B002717,D0060,P0009,15-03-2024,31,0.08,280.186
B2B002718,D0093,P0042,23-01-2023,39,0,252.64
B2B002719,D0052,P0005,22-09-2023,94,0.17,71.7535
B2B002720,D0001,P0011,24-05-2023,28,0.07,18.6837
B2B002721,D0022,P0041,23-05-2023,89,0.06,65.612
B2B002722,D0040,P0021,05-02-2024,67,0.18,254.0442
B2B002723,D0032,P0018,11-05-2024,81,0.03,259.1161
B2B002724,D0007,P0029,10-08-2023,65,0.07,279.2604
B2B002725,D0039,P0042,16-01-2023,61,0.03,245.0608
B2B002726,D0045,P0004,06-02-2023,99,0.17,251.7722
B2B002727,D0006,P0046,12-09-2023,74,0.16,281.0976
B2B002728,D0066,P0029,05-05-2024,26,0.12,264.2464
B2B002729,D0049,P0022,10-02-2024,89,0.18,64.247
B2B002730,D0082,P0025,16-08-2023,80,0,233.47
B2B002731,D0090,P0027,26-01-2024,17,0.03,104.6048
B2B002732,D0027,P0050,23-12-2023,52,0.19,81.4698
B2B002733,D0073,P0026,16-04-2024,66,0.03,382.8978
B2B002734,D0091,P0050,11-06-2024,38,0,100.58
B2B002735,D0040,P0016,02-06-2024,60,0.06,93.8778
B2B002736,D0016,P0027,07-01-2023,20,0.03,104.6048
B2B002737,D0027,P0031,16-02-2024,72,0.13,267.699
B2B002738,D0037,P0048,07-04-2024,53,0.06,248.9402
B2B002739,D0031,P0033,09-04-2023,65,0.17,34.7604
B2B002740,D0029,P0005,25-04-2024,53,0.07,80.3985
B2B002741,D0052,P0018,16-05-2023,16,0.17,221.7179
B2B002742,D0004,P0028,31-03-2023,64,0.18,214.8154
B2B002743,D0014,P0026,17-06-2024,38,0.12,347.3712
B2B002744,D0080,P0020,28-05-2023,92,0.07,142.011
B2B002745,D0069,P0032,01-07-2023,23,0.09,85.1396
B2B002746,D0050,P0047,04-02-2024,85,0.16,136.7016
B2B002747,D0089,P0043,20-12-2023,68,0.06,25.239
B2B002748,D0034,P0017,25-02-2024,96,0.02,155.8984
B2B002749,D0073,P0036,05-12-2023,50,0.03,393.9267
B2B002750,D0097,P0027,11-11-2023,96,0.16,90.5856
B2B002751,D0066,P0007,15-08-2023,79,0.13,33.4602
B2B002752,D0043,P0020,20-02-2024,12,0.09,138.957
B2B002753,D0024,P0011,30-04-2024,90,0.19,16.2729
B2B002754,D0066,P0021,20-12-2023,32,0.09,281.9271
B2B002755,D0079,P0019,25-02-2024,32,0.14,190.619
B2B002756,D0016,P0037,17-03-2023,31,0.13,138.5562
B2B002757,D0030,P0031,03-02-2024,93,0.14,264.622
B2B002758,D0026,P0024,07-09-2023,11,0.12,166.7776
B2B002759,D0044,P0012,27-10-2023,73,0.06,456.1444
B2B002760,D0100,P0038,15-06-2024,25,0.19,46.8666
B2B002761,D0097,P0005,20-01-2024,97,0.16,72.618
B2B002762,D0064,P0019,07-03-2024,11,0.06,208.351
B2B002763,D0089,P0005,02-09-2023,59,0.05,82.1275
B2B002764,D0071,P0047,12-09-2023,43,0.19,131.8194
B2B002765,D0061,P0033,28-10-2023,89,0.12,36.8544
B2B002766,D0040,P0013,20-11-2023,15,0.18,342.678
B2B002767,D0044,P0042,08-01-2023,79,0.07,234.9552
B2B002768,D0013,P0050,02-04-2023,45,0.09,91.5278
B2B002769,D0028,P0029,31-05-2023,46,0.01,297.2772
B2B002770,D0046,P0025,09-07-2023,27,0.15,198.4495
B2B002771,D0059,P0014,04-04-2023,86,0.04,109.488
B2B002772,D0094,P0050,03-09-2023,45,0.18,82.4756
B2B002773,D0097,P0023,10-03-2024,84,0.18,125.583
B2B002774,D0033,P0044,26-04-2023,57,0.12,400.9016
B2B002775,D0090,P0033,20-01-2023,69,0.17,34.7604
B2B002776,D0005,P0007,01-10-2023,70,0.04,36.9216
B2B002777,D0072,P0050,12-06-2023,98,0.05,95.551
B2B002778,D0096,P0003,12-12-2023,37,0.09,335.4988
B2B002779,D0052,P0010,05-11-2023,91,0.18,292.7072
B2B002780,D0015,P0012,05-09-2023,11,0.08,446.4392
B2B002781,D0072,P0025,15-04-2024,24,0.01,231.1353
B2B002782,D0029,P0002,31-03-2023,98,0.14,409.231
B2B002783,D0011,P0001,14-04-2023,39,0.1,174.168
B2B002784,D0024,P0046,14-07-2023,22,0.16,281.0976
B2B002785,D0032,P0002,06-03-2023,39,0.09,433.0235
B2B002786,D0057,P0004,11-03-2024,76,0,303.34
B2B002787,D0092,P0034,01-02-2023,18,0.08,436.954
B2B002788,D0008,P0046,06-11-2023,97,0.09,304.5224
B2B002789,D0010,P0020,26-02-2024,33,0,152.7
B2B002790,D0006,P0041,22-08-2023,81,0.15,59.33
B2B002791,D0074,P0003,28-07-2023,48,0.2,294.944
B2B002792,D0031,P0042,18-03-2024,56,0.07,234.9552
B2B002793,D0024,P0048,13-01-2024,50,0.06,248.9402
B2B002794,D0061,P0007,28-10-2023,60,0.07,35.7678
B2B002795,D0060,P0028,05-02-2024,18,0.06,246.2518
B2B002796,D0086,P0039,25-05-2024,16,0.03,334.9119
